A_id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
240,-2.279.311.704,-2.127.285.795,-1.056.731.488,1.487.951.085,148.048.431,2.653.676.335,266.212.605,bad
241,-2.217.366.179,-1.667.909.956,3.010.118.131,1.283.279.647,1.421.265.031,-2.214.285.605,3.758.296.168,bad
242,-26.485.744,-799.181.452,-3.372.003.186,3.223.286.509,-1.319.326.728,30.100.296,-816.365.227,bad
243,-4.572.620.612,100.533.955,158.402.999,-55.268.722,-677.374.932,1.379.152.541,142.473.791,bad
244,-2.757.155.815,781.496.878,3.330.263.276,231.805.943,3.293.237.578,-4.661.244.484,7.404.736.238,bad
245,2.509.374.487,-3.113.597.384,-2.800.003.752,2.152.582.008,-1.289.594.648,1.091.546.428,-1.022.113.594,good
246,55.052.261,-255.666.433,-569.824.672,-502.992.458,-1.605.193.925,2.963.923.204,128.325.002,good
247,-1.513.436.965,5.149.000.297,-392.046.791,3.678.058.525,-1.582.198.284,-3.871.147.542,91.807.892,good
248,113.810.852,-1.507.470.826,-2.051.591.429,42.305.814,1.314.811.985,1.935.011.984,-1.098.326.042,bad
249,-2.038.784.803,-1.097.247.988,533.116.796,2.483.399.249,2.832.299.983,333.690.419,-43.079.891,good
250,-4.401.879.009,-1.880.835.494,-18.552.821,-1.155.767.962,151.741.081,2.435.939.123,-4.663.497.109,bad
251,5.189.624.452,-38.035.204,674.040.928,2.711.903.317,4.226.954.898,-208.801.203,367.749.718,good
252,9.677.995,-619.040.449,1.372.660.497,-1.551.754.788,-148.809.087,1.913.225.169,-2.730.679.347,good
253,-313.692.093,2.039.136,2.312.981.364,4.400.781.555,-4.786.378.547,1.181.213.418,-1.445.193.398,bad
254,-845.554.468,163.692.121,-139.745.862,20.748.258,-2.826.069.911,-210.229.378,196.019.372,good
255,1.215.343.488,454.075.004,-910.714.666,2.839.160.662,-1.286.710.751,-1.302.087.805,340.237.631,good
256,-4.441.796.745,-1.308.166.634,-644.851.723,1.030.750.207,743.742.159,3.012.145.933,-1.552.642.907,bad
257,-2.438.136.709,3.603.286.079,-3.994.267.383,-399.099.705,810.791.317,813.200.326,-1.674.314.414,good
258,-1.616.073.734,-19.620.202,-2.145.537.289,24.236.485,1.767.860.033,-1.738.779.359,-985.096.387,good
259,-1.220.395.543,727.752.497,500.212.481,941.042.704,1.720.316.779,-1.422.646.164,866.285.324,bad
260,1.864.510.528,565.854.676,-1.239.821.336,-460.607.286,-3.684.070.281,3.531.425.966,-79.761.693,good
261,-2.745.177.613,-1.104.988.878,1.263.666.254,992.078.101,327.276.517,-581.333.882,3.152.707.213,bad
262,3.144.834.853,-618.456.338,-1.888.859.712,-2.318.441.345,1.988.406.405,2.171.236.392,3.441.841.889,good
263,-888.109.498,19.708.233,-1.147.750.073,62.864.978,485.839.444,1.332.188.644,-531.192.355,bad
264,177.787.063,-112.985.596,-274.235.386,3.291.357.335,-3.403.600.982,-1.136.174.689,699.819.954,bad
265,778.343.934,750.074.063,-2.106.503.891,250.449.703,1.194.048.352,-297.126.623,1.338.008.142,bad
266,-1.660.132.024,-926.467.905,-124.129.835,183.162.166,257.862.793,619.933.397,2.541.203.984,bad
267,391.502.374,-2.231.925.032,-4.272.946.199,-252.954.061,1.472.741.626,2.700.868.622,236.001.317,bad
268,-1.552.466.494,-1.353.629.812,298.420.776,-168.358.839,833.207.548,3.279.510.221,-153.170.021,bad
269,470.464.106,286.850.275,131.702.559,4.680.727.621,-3.137.041.244,-4.619.622.802,2.193.147.335,bad
270,410.513.623,-1.073.639.887,217.295.221,1.095.006.769,-1.446.178.928,2.216.869.264,727.058.624,good
271,-1.029.416.816,-315.372.479,1.824.449.963,1.232.133.947,215.069.127,-2.693.922.826,2.099.729.971,bad
272,-3.179.262.441,-88.467.347,775.792.358,-109.996.168,3.815.630.366,42.134.604,2.157.909.715,bad
273,-284.107.695,-1.754.920.326,1.174.448.898,2.289.448.917,1.288.249.759,1.153.113.388,398.870.457,good
274,2.484.381.003,-1.389.177.574,-1.437.494.455,1.100.872.692,-1.444.003.721,938.352.619,1.490.174.669,good
275,2.683.861.892,-4.700.917.185,140.041.866,1.346.969.161,-1.304.076.421,4.611.424.426,692.202.456,good
276,-6.129.668.144,4.738.226.808,25.347.735,-1.393.228.031,1.964.849.465,-341.088.064,-5.015.263.697,good
277,-2.592.618.507,-264.751.368,600.961.775,-352.739.735,2.683.771.227,-698.221.403,2.476.740.123,bad
278,-2.263.612.351,2.126.844.821,-1.563.018.693,-1.675.057.199,25.071.265,1.927.114.045,764.295.402,bad
279,-560.748.733,-157.070.531,-1.695.140.995,454.258.111,154.203.353,351.700.673,1.822.181.262,bad
280,1.407.604.717,-127.403.814,-3.740.198.128,637.889.095,1.148.405.803,1.561.490.156,-60.036.533,bad
281,-443.086.638,-2.352.052.331,-1.479.476.129,1.066.032.559,-939.353.154,1.619.963.836,-2.420.080.801,bad
282,-5.173.834.525,-832.567.425,3.814.078.611,-1.137.651.477,1.297.219.261,-634.693.097,-1.394.846.266,good
283,366.109.756,-2.309.110.531,-2.734.424.094,3.635.042.845,37.611.387,3.827.175.636,26.171.935,good
284,624.366.027,-3.762.935.912,-1.629.942.509,1.238.799.086,-401.241.677,129.116.588,383.299.126,good
285,-441.543.324,-2.207.321.539,-2.668.634.637,778.623.519,189.522.048,335.459.343,409.553.081,bad
286,-5.499.852.228,-1.750.756.276,-640.523.136,407.010.888,-1.606.883.355,1.974.734.162,-3.077.340.152,bad
287,-4.252.103.364,-1.352.355.773,1.092.130.849,1.571.333.506,-2.322.761.166,2.433.554.673,-46.495.034,bad
288,-196.409.995,-1.402.303.207,3.562.095.299,391.376.977,-84.401.949,1.855.761.818,3.551.641.608,good
289,489.450.916,377.926.104,-2.884.146.172,50.974.013,-167.083.939,2.295.174.418,427.387.406,bad
290,-3.219.872.985,375.194.492,164.994.671,1.482.105.062,10.462.769,-2.201.671.562,404.329.901,bad
291,-886.137.099,-1.125.871.684,-291.209.868,2.596.016.198,1.279.572.658,1.261.763.337,328.405.811,good
292,-130.518.441,-1.107.092.549,2.470.143.354,211.895.625,1.762.891.673,-22.296.931,807.895.795,good
293,-2.625.174.664,-572.031.397,1.609.901.562,995.255.654,318.017.061,-118.468.912,2.201.416.622,bad
294,49.702.766,-4.501.008.255,-720.715.327,3.177.121.982,253.614.682,-2.032.103.415,3.350.155.927,good
295,591.232.458,-1.954.662,1.195.557.933,1.804.635.255,-309.608.856,-344.142.716,2.280.094.899,bad
296,-1.415.645.615,-948.497.907,-63.834.242,1.537.135.066,1.631.884.351,143.543.317,3.256.333.414,bad
297,-3.853.828.776,-186.823.305,141.524.288,1.591.272.878,-62.191.189,2.390.216.064,1.798.356.068,bad
298,1.137.548.388,-312.700.661,-140.331.843,531.703.456,-584.180.107,-2.711.620.839,2.720.059.239,bad
299,-3.000.021.563,-47.420.736,1.690.253.883,1.534.788.299,1.615.527.086,-55.376.742,51.771.594,good
300,-269.058.317,-1.314.308.368,67.625.093,-41.387.321,-74.872.594,1.530.247.544,-1.818.450.848,good
301,660.365.183,658.653.258,-974.905.706,2.124.386.339,562.971.319,-1.735.898.312,1.333.438.049,good
302,969.600.354,-3.873.654.979,1.370.101.547,2.435.082.107,35.564.807,3.217.242.733,243.431.229,good
303,2.668.150.812,-3.916.033.867,-74.912.656,-712.558.109,117.774.678,93.916.719,-328.378.522,good
304,-3.273.573.184,-1.254.338.354,2.682.546.001,1.222.556.044,1.141.515.565,-728.922.858,4.472.115.939,bad
305,-1.772.238.544,446.927.461,-1.533.814.526,2.003.013.093,3.603.647.172,-452.172.972,-3.646.472.989,good
306,-2.254.441.392,-181.272.307,-374.981.186,-641.099.132,3.268.848.089,-1.137.355.411,3.739.759.196,bad
307,-2.663.491.728,-2.791.736.765,-1.968.158.211,220.643.916,1.706.019.629,3.889.013.696,2.720.284.244,bad
308,1.635.803.171,-234.380.763,-2.304.228.608,1.610.400.036,-1.097.213.746,-193.123.435,-172.241.138,bad
309,-376.044.811,-1.442.831.171,-870.774.069,1.296.598.915,-213.573.588,989.835.097,-1.428.807.471,bad
310,1.648.924.474,1.892.232.711,123.609.355,766.091.055,3.402.389.029,-2.486.629.556,6.008.854.208,good
311,-2.994.520.746,-240.734.541,1.273.841.102,-143.859.163,2.207.347.624,181.570.915,-1.072.446.111,good
312,-483.261.116,-2.361.072.369,4.950.822.862,-1.838.886.555,1.058.911.133,202.572.918,-2.171.343.633,good
313,-1.628.097.854,1.296.939.726,-107.772.851,869.939.501,3.019.096.498,456.299.527,594.901.098,bad
314,-210.659.447,1.017.836.215,223.646.938,2.272.230.155,-1.373.828.907,-2.231.717.303,1.313.860.721,bad
315,3.096.340.475,-3.111.850.827,-4.337.573.445,2.325.209.001,2.258.373.221,1.142.289.198,13.357.278,good
316,-425.371.533,1.238.848.345,-1.335.193.504,1.940.137.118,196.648.374,104.978.381,-1.922.671.396,good
317,-4.244.443.842,599.377.262,4.469.807.043,192.080.172,-1.350.803.998,-3.690.634.295,4.288.667.532,bad
318,-1.938.235.165,-2.488.360.249,-85.981.132,812.293.755,-2.253.887.188,1.480.428.729,-2.957.553.958,bad
319,-2.228.778.607,-1.034.194.946,921.878.168,-161.100.226,2.694.175.463,-803.583.773,2.316.583.272,bad
320,-686.679.583,-3.020.882.327,-399.128.476,2.902.398.068,2.594.570.107,-342.290.737,468.330.323,good
321,-71.526.396,-298.655.096,-2.200.538.846,1.683.788.192,-1.506.103.295,155.929.658,-779.829.007,bad
322,2.646.115.435,-449.973.403,-4.573.946.451,-45.237.912,3.849.044.966,1.139.323.078,-488.345.281,bad
323,-3.285.803.375,1.184.246.206,-2.015.927.409,57.063.152,2.056.602.881,3.359.629.787,931.078.465,bad
324,4.524.771.537,-524.202.989,-3.870.149.321,3.056.191.989,58.291.732,1.012.686.692,-1.231.954.325,good
325,-213.847.524,-2.515.762.071,283.923.853,2.741.098.977,1.001.383.887,1.325.265.593,2.914.469.166,good
326,-1.392.686.038,1.319.073.307,623.623.509,357.094.008,-1.589.461.558,202.748.799,-491.652.551,bad
327,398.495.812,-1.634.193.596,-1.989.253.497,348.185.924,1.886.651.029,1.285.180.255,2.767.157.405,good
328,3.038.895.908,-2.665.843.657,-1.490.830.721,2.806.737.521,3.200.184.447,-1.194.293.931,1.686.512.224,good
329,1.392.728.812,-1.563.115.483,-5.029.715.705,-14.982.309,-171.401.568,274.581.834,-551.683.935,bad
330,-828.548.862,-1.253.255.499,1.294.462.681,621.825.762,1.471.996.878,877.483.573,-1.129.854.827,good
331,2.664.537.422,504.150.991,-1.317.787.397,-2.817.909.514,-1.205.372.552,2.674.730.324,309.905.486,good
332,597.812.187,76.424.922,-111.258.912,804.401.457,1.382.899.595,-2.404.551.641,3.453.014.147,bad
333,-1.904.318.739,-1.998.720.664,949.570.545,1.572.483.221,-215.011.756,-628.305.308,-1.781.651.819,bad
334,-4.034.219.774,-1.245.914.635,2.591.351.332,-146.699.184,1.295.986.743,677.541.169,-953.286.976,good
335,1.418.063.913,-159.779.787,137.654.618,626.105.755,-1.481.343.665,-1.945.741.032,-689.292.785,bad
336,-3.077.603.673,-3.069.404.205,5.094.382.126,2.112.990.558,2.133.635.175,-1.193.377.992,-1.956.538.847,good
337,-1.011.533.364,2.308.288.623,1.705.463.379,3.094.887.359,1.411.367.191,-5.199.662.915,2.621.552.305,good
338,-87.259.228,-2.754.289.686,683.718.341,2.650.368.226,-2.916.745.613,-1.274.902.334,-2.144.244.362,bad
339,-1.615.191.188,-247.213.566,-250.066.831,1.041.213.094,917.951.837,-45.919.294,4.940.053.725,bad
340,-178.849.168,-1.147.030.406,-1.048.319.535,-146.477.856,97.949.551,2.940.134.809,-66.938.657,bad
341,2.864.333.172,66.264.498,-4.804.556.719,248.318.455,-3.939.295.979,2.492.595.082,-2.701.406.904,good
342,1.084.148.863,-1.526.277.726,-1.475.093.451,230.183.632,-108.019.227,-45.308.695,85.050.081,good
343,1.666.744.021,-152.838.265,-204.521.337,890.557.595,2.444.052.796,-304.369.855,2.065.728.297,good
344,576.112.177,-1.698.590.959,1.234.964.242,411.287.211,2.901.578.614,-2.715.170.794,2.191.859.787,good
345,58.577.637,-2.261.525.765,-154.649.279,1.064.846.737,2.478.165.855,-1.889.778.033,2.586.432.022,good
346,1.800.185.608,-2.595.862.443,-3.423.895.789,1.328.441.238,-835.875.327,1.481.459.955,994.854.424,good
347,-1.107.686.442,419.847.179,-784.379.937,489.854.092,4.140.065.941,2.333.638.481,-1.815.198.368,bad
348,1.769.986.727,772.538.265,649.892.696,665.294.954,-768.161.622,-889.425.792,2.648.944.119,good
349,1.236.065.726,-2.088.223.392,561.290.826,-1.729.237.552,-820.016.612,3.170.189.091,-4.041.148.175,good
350,-2.600.329.309,-1.290.502.036,2.448.420.348,1.437.260.011,2.872.859.896,-854.529.922,-1.102.217.986,good
351,3.795.331.116,-5.103.104.469,1.502.398.169,1.327.884.139,-2.311.153.278,5.553.256.265,2.733.986.236,good
352,127.449.636,-2.511.492.325,382.559.723,2.715.172.739,-288.362.936,2.283.241.726,1.501.072.134,good
353,-847.851.439,-1.182.027.874,27.140.538,582.182.652,2.343.851.175,-522.942.389,2.145.083.279,bad
354,697.413.744,-2.102.824.858,-104.777.111,-275.950.978,3.835.418.965,-531.325.325,1.525.044.452,good
355,-4.902.445.625,-665.739.714,2.699.210.099,1.728.527.493,132.193.595,1.074.921.259,1.611.813.638,bad
356,1.117.341.779,-2.983.135.483,463.419.934,3.000.766.306,-642.555.958,465.851.117,-55.847.561,bad
357,1.041.915.557,1.363.517.928,1.402.426.931,2.640.953.361,-1.372.456.858,-2.626.018.574,343.973.372,bad
358,-3.013.393.813,-505.787.282,-65.196.241,-707.823.136,-1.204.646.365,4.024.826.274,339.436.235,bad
359,-2.252.408.848,-2.923.768.893,-622.918.038,191.839.018,-2.615.010.091,1.274.305.092,-3.976.483.633,bad
360,-2.438.665.553,-350.468.229,-2.409.751.844,-1.344.681.502,4.407.302.202,3.386.602.502,2.165.801.374,bad
361,3.632.166.776,-1.284.282.394,-2.141.628.184,495.085.579,2.477.553.365,499.045.553,1.837.355.596,good
362,-1.643.084.037,-471.080.702,222.911.476,1.877.629.312,2.469.552.966,-21.494.123,-2.398.270.661,good
363,94.380.087,-879.667.109,-1.774.053.278,3.478.484.629,-254.345.217,-1.358.062.477,1.281.925.544,good
364,262.497.862,-1.685.705.263,338.691.867,1.081.434.391,-995.296.191,-902.954.829,3.725.729.501,bad
365,-4.767.311.233,-245.717.716,-188.996.933,-116.624.071,2.042.416.985,1.975.791.616,-37.252.244,bad
366,-276.054.846,218.411.546,-3.955.650.594,888.880.804,546.417.056,33.951.672,-70.466.805,good
367,3.284.414.316,-4.159.538.202,-226.108.475,159.527.227,-861.255.751,2.510.889.581,139.885.364,good
368,-3.420.203.667,1.145.895.432,445.298.637,-19.282.419,2.839.288.162,-56.097.811,-3.201.853.102,good
369,1.244.042.851,-2.465.734.534,-3.887.529.546,2.233.804.426,-618.174.838,838.172.887,-1.570.153.891,good
370,1.469.421.344,-1.341.061.775,1.450.817.239,1.748.870.042,2.422.876.473,-3.065.933.713,2.157.878.307,good
371,-2.485.168.696,-1.009.283.719,-466.095.149,47.823.593,-1.340.586.966,4.170.449.393,-2.090.361.332,bad
372,-2.118.078.341,-2.560.854.822,-797.106.992,323.211.965,-52.711.028,3.086.747.997,-2.520.334.223,bad
373,-972.952.656,1.926.233.331,-979.577.311,-1.134.247.362,510.836.697,-1.417.999.466,-101.724.645,good
374,-2.493.402.775,-1.816.875.871,2.048.086.823,1.240.325.732,1.958.967.468,473.075.429,-600.034.154,good
375,2.130.866.128,-1.050.049.577,-182.559.512,948.857.184,278.388.718,-1.198.078.716,3.654.805.327,good
376,-1.210.442.904,-713.919.725,-40.248.465,2.033.803.971,533.503.547,1.075.882.717,329.818.384,bad
377,1.824.193.746,-3.037.112.401,-40.800.985,3.245.619.895,1.558.216.249,2.832.982.388,585.740.646,good
378,190.951.554,-1.365.334.295,-1.402.893.985,2.654.201.306,650.170.585,2.652.619.687,-493.836.065,good
379,-1.662.667.189,-2.982.720.337,-186.060.211,-495.122.056,331.819.954,1.943.128.773,2.564.829.402,bad
380,-1.564.101.199,1.202.662.349,-1.646.536.712,-906.797.933,-366.069.758,2.660.875.744,1.117.163.222,bad
381,-2.782.130.988,-1.381.875.325,169.552.902,821.836.718,-49.949.771,-795.837.355,4.989.297.317,bad
382,-1.390.267.541,-1.577.905.177,559.460.349,2.620.815.689,3.360.118.267,44.143.092,-2.586.663.686,good
383,1.004.702.069,-4.521.360.136,-506.152.982,1.477.988.099,224.658.432,-1.523.423.649,-693.510.247,good
384,-104.860.164,-1.219.418.433,-1.117.414.971,2.734.317.645,-1.376.994.015,-1.910.942.852,-2.292.075.129,good
385,2.316.934.752,-1.765.646.756,-3.142.249.372,-896.767.346,1.303.792.751,1.672.411.791,-964.795.146,good
386,-1.577.719.764,-951.959.373,-268.934.164,-226.795.132,2.031.646.643,-612.471.296,2.148.967.097,bad
387,-630.823.511,25.416.303,-1.466.816.837,1.240.220.984,1.638.016.968,1.538.249.008,-1.242.029.527,bad
388,1.455.947.385,-481.695.767,-250.231.376,2.682.689.065,-1.734.331.273,79.200.653,-838.856.348,good
389,-1.722.539.295,-1.760.806.138,1.941.921.651,593.022.747,-45.434.962,-1.490.277.265,3.782.451.601,bad
390,-153.110.977,-2.489.734.041,-2.194.768.088,-590.088.534,3.560.605.401,1.828.832.509,205.756.573,bad
391,-2.708.543.939,-979.013.043,-2.106.232.861,1.467.754.573,-1.546.060.521,296.080.721,-2.589.555.547,bad
392,490.259.358,-285.924.292,2.282.679.716,-9.953.192,-34.051.628,-2.245.436.972,2.124.385.261,good
393,-4.561.322.305,2.126.360.339,-3.325.207.918,-1.062.219.818,2.928.190.087,4.126.126.894,-609.772.001,bad
394,-2.258.040.786,-1.917.480.134,1.804.333.022,52.867.324,-3.268.090.827,-780.899.877,-2.395.380.818,bad
395,-5.648.831,557.703.588,-496.449.891,1.292.458.723,-807.030.471,-116.164.037,-1.517.382.368,bad
396,2.825.907.603,-111.932.847,-1.648.692.426,958.924.069,436.684.639,644.316.961,1.601.038.247,good
397,481.356.292,-140.110.818,-2.940.686.361,3.603.661.679,-3.465.855.278,2.215.774.651,-856.561.122,bad
398,780.136.136,-1.562.170.681,86.788.733,327.917.014,3.136.769.659,853.513.595,-117.891.307,good
399,-1.037.014.436,2.611.286.502,-2.975.672.075,409.859.466,-583.967.206,3.587.746.764,4.405.949.342,bad
400,-1.455.035.126,-94.436.686,-1.810.406.774,631.183.733,2.116.621.914,-2.282.721.694,-1.590.347.457,good
401,1.259.489.608,-154.944.028,-2.828.254.735,2.609.970.506,1.198.980.781,-754.083.304,108.348.642,good
402,1.324.477.928,1.716.616.374,-970.105.325,-1.087.421.365,-47.895.952,242.746.815,149.530.447,good
403,-1.122.360.942,-755.385.226,-938.569.856,462.277.508,1.779.085.817,853.567.834,1.291.181.186,bad
404,-3.894.363.922,-928.452.096,-354.897.427,804.823.296,2.426.173.524,3.119.413.155,872.470.725,bad
405,773.148.531,-1.002.034.226,-572.641.404,655.668.609,-577.256.351,-665.251.625,247.923.104,good
406,1.108.970.953,34.656.646,1.013.509.588,-134.653.708,3.024.652.363,-2.096.181.368,3.411.549.677,good
407,805.328.794,-377.444.111,-302.493.264,1.718.357.761,-2.685.612.001,-2.047.090.187,-250.708.498,bad
408,1.896.323.161,-314.453.754,-399.112.413,2.174.079.598,1.037.055.511,3.469.888.038,-315.721.218,good
409,-1.456.216.537,1.715.472.496,-1.754.080.472,622.814.372,-237.515.854,169.501.857,819.827.005,bad
410,-408.477.449,-1.150.193.475,-3.031.133.799,843.984.736,-2.318.130.839,2.477.412.639,-1.101.446.241,bad
411,-1.317.609.398,-180.564.189,2.862.508.115,-458.129.706,2.058.752.762,2.308.895.924,-287.477.036,bad
412,-704.063.089,-5.227.086.631,4.445.394.901,3.243.946.735,1.186.647.212,2.484.259.278,3.065.090.038,good
413,-81.683.573,-1.668.458.727,-1.354.103.421,472.745.092,1.822.812.177,1.508.653.413,-3.093.184.992,bad
414,305.225.922,23.307.268,-2.442.724.653,155.017.963,-1.834.622.528,512.185.085,386.518.491,bad
415,-3.377.510.864,246.022.018,-528.357.309,1.419.743.975,453.681.622,2.867.812.469,-1.568.007.387,bad
416,279.686.453,2.005.893.012,-589.727.705,634.173.498,-6.161.884,-1.285.656.252,1.282.263.396,good
417,3.850.328.161,2.174.361.026,1.590.183.834,74.911.099,1.432.184.459,-1.270.216.706,5.000.494.671,good
418,54.952.846,-1.096.447.834,731.995.421,2.030.833.012,-2.081.122.279,374.895.979,1.526.001.912,bad
419,734.479.064,-4.943.761.505,-926.083.011,108.163.347,5.198.245.939,-1.521.292.426,1.445.026.966,good
420,-580.186.446,-2.573.039.872,1.363.673.742,1.053.468.649,487.122.307,15.894.238,-791.927.318,bad
421,-2.588.233.615,934.418.582,-2.318.100.746,-1.908.756.552,648.554.435,4.485.687.247,194.094.541,bad
422,293.879.071,-1.121.275.859,-1.807.941.805,4.249.886.826,994.183.411,1.979.786.735,926.895.465,good
423,-166.096.708,385.633.008,-1.102.875.412,473.801.502,325.482.818,983.244.135,-2.171.938.158,good
424,-3.626.599.054,-536.980.854,2.875.551.727,-1.097.685.055,1.001.765.267,-74.554.126,-206.921.183,good
425,-709.644.702,521.759.391,647.328.544,3.998.073.823,-1.611.974.437,827.410.931,-181.237.683,bad
426,-43.954.322,184.891.577,266.969.477,964.484.169,1.268.815.123,301.062.723,-1.944.981.661,good
427,-93.429.399,-1.016.890.236,623.616.861,1.810.386.625,1.157.313.932,-3.368.184.311,-721.931.929,good
428,2.791.326.663,-3.678.377.608,-640.794.571,4.096.314.776,1.493.495.485,2.792.151.965,2.190.118.648,good
429,-2.827.003.934,1.098.000.879,87.768.461,248.250.958,1.584.206.574,-645.972.021,-429.224.041,good
430,159.317.311,415.764.441,-5.070.890.926,2.744.768.625,-3.594.718.524,2.335.183.835,1.976.318.514,bad
431,-1.025.057.261,950.649.206,477.779.572,750.320.689,-1.667.553.035,-782.701.244,-1.750.282.866,bad
